Date,Open,High,Low,Close,MA50,MA200
5/12/2021,4130.55 ,4134.73 ,4056.88 ,4063.04 ,4049.94 ,3692.60 
5/13/2021,4074.99 ,4131.58 ,4074.99 ,4112.50 ,4055.80 ,3697.07 
5/14/2021,4129.58 ,4183.13 ,4129.58 ,4173.85 ,4063.90 ,3701.65 
5/17/2021,4169.92 ,4171.92 ,4142.69 ,4163.29 ,4070.33 ,3706.23 
5/18/2021,4165.94 ,4169.15 ,4125.99 ,4127.83 ,4076.46 ,3710.51 
5/19/2021,4098.45 ,4116.93 ,4061.41 ,4115.68 ,4081.26 ,3714.62 
5/20/2021,4121.97 ,4172.80 ,4121.97 ,4159.12 ,4086.47 ,3718.88 
5/21/2021,4168.61 ,4188.72 ,4151.72 ,4155.86 ,4090.80 ,3723.02 
5/24/2021,4170.16 ,4209.52 ,4170.16 ,4197.05 ,4095.88 ,3727.26 
5/25/2021,4205.94 ,4213.42 ,4182.52 ,4188.13 ,4100.26 ,3731.45 
5/26/2021,4191.59 ,4202.61 ,4184.11 ,4195.99 ,4104.92 ,3735.62 
5/27/2021,4201.94 ,4213.38 ,4197.78 ,4200.88 ,4109.46 ,3739.96 
5/28/2021,4210.77 ,4218.36 ,4203.57 ,4204.11 ,4115.23 ,3744.08 
6/1/2021,4216.52 ,4234.12 ,4197.59 ,4202.04 ,4121.01 ,3748.22 
6/2/2021,4206.82 ,4217.37 ,4198.27 ,4208.12 ,4126.36 ,3752.40 
6/3/2021,4191.43 ,4204.39 ,4167.93 ,4192.85 ,4132.01 ,3756.45 
6/4/2021,4206.05 ,4233.45 ,4206.05 ,4229.89 ,4138.82 ,3760.65 
6/7/2021,4229.34 ,4232.34 ,4215.66 ,4226.52 ,4145.16 ,3764.91 
6/8/2021,4233.81 ,4236.74 ,4208.41 ,4227.26 ,4150.22 ,3769.12 
6/9/2021,4232.99 ,4237.09 ,4218.74 ,4219.55 ,4155.19 ,3773.23 
6/10/2021,4228.56 ,4249.74 ,4220.34 ,4239.18 ,4160.80 ,3777.27 
6/11/2021,4242.90 ,4248.38 ,4232.25 ,4247.44 ,4166.29 ,3781.29 
6/14/2021,4248.31 ,4255.59 ,4234.07 ,4255.15 ,4171.00 ,3785.17 
6/15/2021,4255.28 ,4257.16 ,4238.35 ,4246.59 ,4174.37 ,3788.98 
6/16/2021,4248.87 ,4251.89 ,4202.45 ,4223.70 ,4177.37 ,3792.56 
6/17/2021,4220.37 ,4232.29 ,4196.05 ,4221.86 ,4180.20 ,3796.17 
6/18/2021,4204.78 ,4204.78 ,4164.40 ,4166.45 ,4181.59 ,3799.37 
6/21/2021,4173.40 ,4226.24 ,4173.40 ,4224.79 ,4183.51 ,3802.59 
6/22/2021,4224.61 ,4255.84 ,4217.27 ,4246.44 ,4185.88 ,3806.55 
6/23/2021,4249.27 ,4256.60 ,4241.43 ,4241.84 ,4187.88 ,3810.62 
6/24/2021,4256.97 ,4271.28 ,4256.97 ,4266.49 ,4190.72 ,3815.29 
6/25/2021,4274.45 ,4286.12 ,4271.16 ,4280.70 ,4192.93 ,3819.70 
6/28/2021,4284.90 ,4292.14 ,4274.67 ,4290.61 ,4195.03 ,3824.46 
6/29/2021,4293.21 ,4300.52 ,4287.04 ,4291.80 ,4197.60 ,3829.21 
6/30/2021,4290.65 ,4302.43 ,4287.96 ,4297.50 ,4200.85 ,3833.78 
7/1/2021,4300.73 ,4320.66 ,4300.73 ,4319.94 ,4203.78 ,3838.38 
7/2/2021,4326.60 ,4355.43 ,4326.60 ,4352.34 ,4208.13 ,3843.21 
7/6/2021,4356.46 ,4356.46 ,4314.37 ,4343.54 ,4211.39 ,3848.14 
7/7/2021,4351.01 ,4361.88 ,4329.79 ,4358.13 ,4214.81 ,3853.34 
7/8/2021,4321.07 ,4330.88 ,4289.37 ,4320.82 ,4217.49 ,3858.54 
7/9/2021,4329.38 ,4371.60 ,4329.38 ,4369.55 ,4221.21 ,3863.81 
7/12/2021,4372.41 ,4386.68 ,4364.03 ,4384.63 ,4224.68 ,3869.54 
7/13/2021,4381.07 ,4392.37 ,4366.92 ,4369.21 ,4228.44 ,3875.16 
7/14/2021,4380.11 ,4393.68 ,4362.36 ,4374.30 ,4232.07 ,3880.54 
7/15/2021,4369.02 ,4369.02 ,4340.70 ,4360.03 ,4235.98 ,3885.58 
7/16/2021,4367.43 ,4375.09 ,4322.53 ,4327.16 ,4239.17 ,3890.54 
7/19/2021,4296.40 ,4296.40 ,4233.13 ,4258.49 ,4240.31 ,3895.01 
7/20/2021,4265.11 ,4336.84 ,4262.05 ,4323.06 ,4242.12 ,3899.73 
7/21/2021,4331.13 ,4359.70 ,4331.13 ,4358.69 ,4245.52 ,3904.78 
7/22/2021,4361.27 ,4369.87 ,4350.06 ,4367.48 ,4249.83 ,3909.57 
7/23/2021,4381.20 ,4415.18 ,4381.20 ,4411.79 ,4256.80 ,3914.83 
7/26/2021,4409.58 ,4422.73 ,4405.45 ,4422.30 ,4263.00 ,3919.84 
7/27/2021,4416.38 ,4416.38 ,4372.51 ,4401.46 ,4267.55 ,3924.61 
7/28/2021,4402.95 ,4415.47 ,4387.01 ,4400.64 ,4272.30 ,3929.23 
7/29/2021,4403.59 ,4429.97 ,4403.59 ,4419.15 ,4278.13 ,3933.65 
7/30/2021,4395.12 ,4412.25 ,4389.65 ,4395.26 ,4283.72 ,3938.07 
8/2/2021,4406.86 ,4422.18 ,4384.81 ,4387.16 ,4288.28 ,3942.56 
8/3/2021,4392.74 ,4423.79 ,4373.00 ,4423.15 ,4293.62 ,3947.26 
8/4/2021,4415.95 ,4416.17 ,4400.23 ,4402.66 ,4297.74 ,3951.86 
8/5/2021,4408.86 ,4429.76 ,4408.86 ,4429.10 ,4302.56 ,3956.87 
8/6/2021,4429.07 ,4440.82 ,4429.07 ,4436.52 ,4307.37 ,3961.84 
8/9/2021,4437.77 ,4439.39 ,4424.74 ,4432.35 ,4312.00 ,3966.82 
8/10/2021,4435.79 ,4445.21 ,4430.03 ,4436.75 ,4316.65 ,3971.74 
8/11/2021,4442.18 ,4449.44 ,4436.42 ,4447.70 ,4321.56 ,3976.65 
8/12/2021,4446.08 ,4461.77 ,4435.96 ,4460.83 ,4326.62 ,3981.95 
8/13/2021,4464.84 ,4468.37 ,4460.82 ,4468.00 ,4332.12 ,3987.33 
8/16/2021,4461.65 ,4480.26 ,4437.66 ,4479.71 ,4337.12 ,3993.38 
8/17/2021,4462.12 ,4462.12 ,4417.83 ,4448.08 ,4341.55 ,3999.07 
8/18/2021,4440.94 ,4454.32 ,4397.59 ,4400.27 ,4345.01 ,4004.72 
8/19/2021,4382.44 ,4418.61 ,4367.73 ,4405.80 ,4348.73 ,4010.20 
8/20/2021,4410.56 ,4444.35 ,4406.80 ,4441.67 ,4352.78 ,4015.56 
8/23/2021,4450.29 ,4489.88 ,4450.29 ,4479.53 ,4357.42 ,4020.74 
8/24/2021,4484.40 ,4492.81 ,4482.28 ,4486.23 ,4362.05 ,4025.62 
8/25/2021,4490.45 ,4501.71 ,4485.66 ,4496.19 ,4367.04 ,4030.55 
8/26/2021,4493.75 ,4495.90 ,4468.99 ,4470.00 ,4371.96 ,4035.15 
8/27/2021,4474.10 ,4513.33 ,4474.10 ,4509.37 ,4377.71 ,4039.97 
8/30/2021,4513.76 ,4537.36 ,4513.76 ,4528.79 ,4384.96 ,4044.75 
8/31/2021,4529.75 ,4531.39 ,4515.80 ,4522.68 ,4390.92 ,4049.68 
9/1/2021,4528.80 ,4537.11 ,4522.02 ,4524.09 ,4396.47 ,4054.37 
9/2/2021,4534.48 ,4545.85 ,4524.66 ,4536.95 ,4402.37 ,4058.92 
9/3/2021,4532.42 ,4541.45 ,4521.30 ,4535.43 ,4407.75 ,4063.55 
9/7/2021,4535.38 ,4535.38 ,4513.00 ,4520.03 ,4412.54 ,4068.31 
9/8/2021,4518.09 ,4521.79 ,4493.95 ,4514.07 ,4417.01 ,4072.97 
9/9/2021,4513.02 ,4529.90 ,4492.07 ,4493.28 ,4421.04 ,4077.65 
9/10/2021,4506.92 ,4520.47 ,4457.66 ,4458.58 ,4424.26 ,4082.06 
9/13/2021,4474.81 ,4492.99 ,4445.70 ,4468.73 ,4427.23 ,4086.22 
9/14/2021,4479.33 ,4485.68 ,4435.46 ,4443.05 ,4429.05 ,4090.29 
9/15/2021,4447.49 ,4486.87 ,4438.37 ,4480.70 ,4431.79 ,4094.50 
9/16/2021,4477.09 ,4485.87 ,4443.80 ,4473.75 ,4434.10 ,4098.76 
9/17/2021,4469.74 ,4471.52 ,4427.76 ,4432.99 ,4436.35 ,4102.62 
9/20/2021,4402.95 ,4402.95 ,4305.91 ,4357.73 ,4436.11 ,4106.06 
9/21/2021,4374.45 ,4394.87 ,4347.96 ,4354.19 ,4435.50 ,4109.50 
9/22/2021,4367.43 ,4416.75 ,4367.43 ,4395.64 ,4436.03 ,4112.98 
9/23/2021,4406.75 ,4465.40 ,4406.75 ,4448.98 ,4437.52 ,4116.76 
9/24/2021,4438.04 ,4463.12 ,4430.27 ,4455.48 ,4439.43 ,4120.53 
9/27/2021,4442.12 ,4457.30 ,4436.19 ,4443.11 ,4441.75 ,4124.38 
9/28/2021,4419.54 ,4419.54 ,4346.33 ,4352.63 ,4443.64 ,4127.80 
9/29/2021,4362.41 ,4385.57 ,4355.08 ,4359.46 ,4444.36 ,4131.28 
9/30/2021,4370.67 ,4382.55 ,4306.24 ,4307.54 ,4443.34 ,4134.58 
10/1/2021,4317.16 ,4375.19 ,4288.52 ,4357.04 ,4443.13 ,4137.90 
10/4/2021,4348.84 ,4355.51 ,4278.94 ,4300.46 ,4440.91 ,4140.89 
10/5/2021,4309.87 ,4369.23 ,4309.87 ,4345.72 ,4439.37 ,4144.01 
10/6/2021,4319.57 ,4365.57 ,4290.49 ,4363.55 ,4438.62 ,4147.28 
10/7/2021,4383.73 ,4429.97 ,4383.73 ,4399.76 ,4438.60 ,4150.80 
10/8/2021,4406.51 ,4412.02 ,4386.22 ,4391.34 ,4438.04 ,4154.32 
10/11/2021,4385.44 ,4415.88 ,4360.59 ,4361.19 ,4437.36 ,4157.68 
10/12/2021,4368.31 ,4374.89 ,4342.09 ,4350.65 ,4436.63 ,4160.92 
10/13/2021,4358.01 ,4372.87 ,4329.92 ,4363.80 ,4435.44 ,4164.06 
10/14/2021,4386.75 ,4439.73 ,4386.75 ,4438.26 ,4436.16 ,4167.62 
10/15/2021,4447.69 ,4475.82 ,4447.69 ,4471.37 ,4437.00 ,4171.31 
10/18/2021,4463.72 ,4488.75 ,4447.47 ,4486.46 ,4438.00 ,4174.97 
10/19/2021,4497.34 ,4520.40 ,4496.41 ,4519.63 ,4439.74 ,4179.06 
10/20/2021,4524.42 ,4540.87 ,4524.40 ,4536.19 ,4441.73 ,4183.11 
10/21/2021,4532.24 ,4551.44 ,4526.89 ,4549.78 ,4443.78 ,4187.12 
10/22/2021,4546.12 ,4559.67 ,4524.00 ,4544.90 ,4445.46 ,4190.82 
10/25/2021,4553.69 ,4572.62 ,4537.36 ,4566.48 ,4447.43 ,4194.53 
10/26/2021,4578.69 ,4598.53 ,4569.17 ,4574.79 ,4449.33 ,4198.41 
10/27/2021,4580.22 ,4584.57 ,4551.66 ,4551.68 ,4451.40 ,4202.16 
10/28/2021,4562.84 ,4597.55 ,4562.84 ,4596.42 ,4455.32 ,4206.09 
10/29/2021,4572.87 ,4608.08 ,4567.59 ,4605.38 ,4459.31 ,4210.14 
11/1/2021,4610.62 ,4620.34 ,4595.06 ,4613.67 ,4462.75 ,4214.37 
11/2/2021,4613.34 ,4635.15 ,4613.34 ,4630.65 ,4465.78 ,4218.53 
11/3/2021,4630.65 ,4663.46 ,4621.19 ,4660.57 ,4469.26 ,4222.57 
11/4/2021,4662.93 ,4683.00 ,4662.59 ,4680.06 ,4472.94 ,4226.70 
11/5/2021,4699.26 ,4718.50 ,4681.32 ,4697.53 ,4477.49 ,4230.98 
11/8/2021,4701.48 ,4714.92 ,4694.39 ,4701.70 ,4481.34 ,4235.22 
11/9/2021,4707.25 ,4708.53 ,4670.87 ,4685.25 ,4484.47 ,4239.39 
11/10/2021,4670.26 ,4684.85 ,4630.86 ,4646.71 ,4486.95 ,4243.87 
11/11/2021,4659.39 ,4664.55 ,4648.31 ,4649.27 ,4489.45 ,4248.18 
11/12/2021,4655.24 ,4688.47 ,4650.77 ,4682.85 ,4492.37 ,4253.03 
11/15/2021,4689.30 ,4697.42 ,4672.86 ,4682.80 ,4495.32 ,4257.57 
11/16/2021,4679.42 ,4714.95 ,4679.42 ,4700.90 ,4498.93 ,4261.94 
11/17/2021,4701.50 ,4701.50 ,4684.41 ,4688.67 ,4502.43 ,4266.24 
